Census_Block_Groups.ObjectID,Master Address File / Topologically Integrated Geographic Encoding and Referencing (MAF/TIGER) Feature Class Code,Master Address File / Topologically Integrated Geographic Encoding and Referencing (MAF/TIGER) Object  Identifier,Geographic Identifier,State Federal Information Processing Series (FIPS) codes,County Federal Information Processing Series (FIPS) Code,Tract Code,Block Group Code,Base Geographic Name,Block Group Name,Legal/Statistical Area Description Code,Functional Status,Land Area (Square Meters),Water Area (Square Meters),Centroid Latitude,Centroid Longitude,Internal Point Latitude,Internal Point Longitude,Census_Block_Groups.SHAPE_Length,Census_Block_Groups.SHAPE_Area,Census_Block_Groups.Population_Density,Population_Density,allegheny_county_acs_2024_block_groups.OBJECTID,NAME,B01003_001E,B01002_001E,B01001_020E,B01001_021E,B01001_022E,B01001_023E,B01001_024E,B01001_025E,B01001_044E,B01001_045E,B01001_046E,B01001_047E,B01001_048E,B01001_049E,B17001_001E,B17001_002E,B25044_001E,B25044_003E,B25044_010E,state,county,tract,block group,Population,Population over 65,Median Age,Poverty Population,Household in total,Household with no vehicle,Population Percentage over 65,Poverty Population Rate,Household No Vehicle Rate,GEO_ID
6727,G5030,208903717072385,420031014002,42,003,101400,2,2,Block Group 2,BG,S,115857,0,+40.4844952,-079.9284287,+40.4844952,-079.9284287,1876.318304,200491.5307,0.003754629,0.003754629,73,Block Group 2; Census Tract 1014; Allegheny County; Pennsylvania,435,35.5,0,11,0,10,0,0,0,30,0,0,0,0,,,180,11,14,42,3,101400,2,435,51,36,,180,25,11.72413793,,0.138888889,420031014002
99619,G5030,20890321529062,420030201001,42,003,020100,1,1,Block Group 1,BG,S,434597,239566,+40.4398663,-080.0069378,+40.4396954,-080.0061777,5376.400895,1165104.31,0.004279827,0.004279827,4,Block Group 1; Census Tract 201; Allegheny County; Pennsylvania,1860,20.8,65,37,8,0,0,0,0,43,23,0,0,0,,,370,8,193,42,3,20100,1,1860,176,21,,370,201,9.462365591,,0.543243243,420030201001
99620,G5030,20890321529030,420030201002,42,003,020100,2,2,Block Group 2,BG,S,184139,91907,+40.4434866,-080.0043046,+40.4429700,-080.0038877,2942.489324,477114.8886,0.004979934,0.004979934,5,Block Group 2; Census Tract 201; Allegheny County; Pennsylvania,917,52.5,0,0,41,16,0,0,82,0,54,0,0,31,,,717,0,412,42,3,20100,2,917,224,52,,717,412,24.42748092,,0.574616457,420030201002
99817,G5030,20890321528565,420030409001,42,003,040900,1,1,Block Group 1,BG,S,428653,0,+40.4355089,-079.9626926,+40.4355089,-079.9626926,5433.8186,740711.1593,0.003340697,0.003340697,21,Block Group 1; Census Tract 409; Allegheny County; Pennsylvania,1432,22.9,0,0,20,0,6,12,27,0,13,12,0,0,,,609,5,232,42,3,40900,1,1432,90,23,,609,237,6.284916201,,0.389162562,420030409001
99818,G5030,20890321528524,420030409002,42,003,040900,2,2,Block Group 2,BG,S,230241,0,+40.4318349,-079.9556755,+40.4318349,-079.9556755,2717.588034,397813.8579,0.004417111,0.004417111,22,Block Group 2; Census Tract 409; Allegheny County; Pennsylvania,1017,21.9,0,9,0,0,10,0,0,40,0,19,0,11,,,471,53,36,42,3,40900,2,1017,89,22,,471,89,8.751229105,,0.18895966,420030409002
99819,G5030,20890321528410,420030501001,42,003,050100,1,1,Block Group 1,BG,S,308316,0,+40.4459724,-079.9776953,+40.4459724,-079.9776953,3205.223447,532939.7069,0.002445543,0.002445543,24,Block Group 1; Census Tract 501; Allegheny County; Pennsylvania,754,44.1,0,46,8,13,0,0,23,31,59,45,21,24,,,488,9,264,42,3,50100,1,754,270,44,,488,273,35.80901857,,0.55942623,420030501001
99820,G5030,20890321528602,420030406001,42,003,040600,1,1,Block Group 1,BG,S,132164,0,+40.4379037,-079.9517840,+40.4379037,-079.9517840,2567.926595,228395.9991,0.006885385,0.006885385,19,Block Group 1; Census Tract 406; Allegheny County; Pennsylvania,910,21.3,0,0,0,0,0,35,0,0,0,0,0,20,,,349,0,101,42,3,40600,1,910,55,21,,349,101,6.043956044,,0.289398281,420030406001
99821,G5030,20890321528375,420030501002,42,003,050100,2,2,Block Group 2,BG,S,482057,0,+40.4488258,-079.9698175,+40.4488258,-079.9698175,4253.634002,833319.7817,0.002057848,0.002057848,25,Block Group 2; Census Tract 501; Allegheny County; Pennsylvania,992,32.5,6,7,15,0,0,0,47,57,21,7,43,1,,,399,27,107,42,3,50100,2,992,204,32,,399,134,20.56451613,,0.335839599,420030501002
99822,G5030,20890321520823,420030703003,42,003,070300,3,3,Block Group 3,BG,S,214194,0,+40.4501627,-079.9374007,+40.4501627,-079.9374007,2531.154415,370285.9958,0.003557523,0.003557523,38,Block Group 3; Census Tract 703; Allegheny County; Pennsylvania,762,40,0,0,50,0,0,15,0,0,77,12,0,0,,,380,4,24,42,3,70300,3,762,154,40,,380,28,20.20997375,,0.073684211,420030703003
99848,G5030,20890321507047,420034810001,42,003,481000,1,1,Block Group 1,BG,S,212676,0,+40.4158850,-079.9851540,+40.4158850,-079.9851540,2624.396436,367293.8292,0.003112716,0.003112716,707,Block Group 1; Census Tract 4810; Allegheny County; Pennsylvania,662,43,0,0,10,0,38,0,0,0,23,0,11,0,,,256,28,68,42,3,481000,1,662,82,43,,256,96,12.38670695,,0.375,420034810001
99850,G5030,20890321506769,420034810002,42,003,481000,2,2,Block Group 2,BG,S,211452,0,+40.4120501,-079.9841274,+40.4120501,-079.9841274,3368.2177,365136.6499,0.003329361,0.003329361,708,Block Group 2; Census Tract 4810; Allegheny County; Pennsylvania,704,34,0,0,0,0,0,0,3,0,6,0,0,0,,,239,6,79,42,3,481000,2,704,9,34,,239,85,1.278409091,,0.355648536,420034810002
99851,G5030,20890321506979,420034810003,42,003,481000,3,3,Block Group 3,BG,S,195225,0,+40.4100338,-079.9884063,+40.4100338,-079.9884063,2863.506856,337095.8741,0.008108593,0.008108593,709,Block Group 3; Census Tract 4810; Allegheny County; Pennsylvania,1583,28.4,2,12,7,0,10,0,0,13,23,7,0,10,,,455,21,213,42,3,481000,3,1583,84,28,,455,234,5.306380291,,0.514285714,420034810003
99852,G5030,20890321507083,420034810004,42,003,481000,4,4,Block Group 4,BG,S,259895,0,+40.4077999,-079.9851860,+40.4077999,-079.9851860,3653.467977,448733.7702,0.001423652,0.001423652,710,Block Group 4; Census Tract 4810; Allegheny County; Pennsylvania,370,54,0,24,6,0,0,0,41,21,0,5,6,0,,,249,5,0,42,3,481000,4,370,103,54,,249,5,27.83783784,,0.020080321,420034810004
99879,G5030,20890321528996,420030201003,42,003,020100,3,3,Block Group 3,BG,S,165318,0,+40.4413687,-079.9991048,+40.4413687,-079.9991048,2567.480826,285719.6349,0.004827061,0.004827061,6,Block Group 3; Census Tract 201; Allegheny County; Pennsylvania,798,29.8,0,36,0,19,0,0,0,25,17,0,0,0,,,630,0,217,42,3,20100,3,798,97,30,,630,217,12.15538847,,0.344444444,420030201003
99880,G5030,20890321528803,420030402002,42,003,040200,2,2,Block Group 2,BG,S,282677,0,+40.4412437,-079.9626108,+40.4412437,-079.9626108,3311.35501,488545.4983,0.005051702,0.005051702,14,Block Group 2; Census Tract 402; Allegheny County; Pennsylvania,1428,20.4,0,7,0,3,3,0,0,31,8,12,0,31,,,130,11,26,42,3,40200,2,1428,95,20,,130,37,6.652661064,,0.284615385,420030402002
99881,G5030,20890321528702,420030404001,42,003,040400,1,1,Block Group 1,BG,S,72780,0,+40.4458252,-079.9484485,+40.4458252,-079.9484485,1507.798959,125800.77,0.006292938,0.006292938,15,Block Group 1; Census Tract 404; Allegheny County; Pennsylvania,458,22.4,0,2,0,76,0,9,0,10,0,8,36,19,,,188,0,40,42,3,40400,1,458,160,22,,188,40,34.93449782,,0.212765957,420030404001
99882,G5030,20890321528668,420030405001,42,003,040500,1,1,Block Group 1,BG,S,269241,0,+40.4406749,-079.9542206,+40.4406749,-079.9542206,3225.444516,465322.1584,0.005976059,0.005976059,17,Block Group 1; Census Tract 405; Allegheny County; Pennsylvania,1609,21,0,0,0,3,0,0,0,0,15,0,0,10,,,426,10,199,42,3,40500,1,1609,28,21,,426,209,1.740211311,,0.490610329,420030405001
99883,G5030,20890321528633,420030405002,42,003,040500,2,2,Block Group 2,BG,S,204120,0,+40.4382254,-079.9582155,+40.4382254,-079.9582155,2495.923408,352749.2238,0.007211444,0.007211444,18,Block Group 2; Census Tract 405; Allegheny County; Pennsylvania,1472,21.4,0,20,11,8,0,0,0,0,0,0,8,13,,,498,21,159,42,3,40500,2,1472,60,21,,498,180,4.076086957,,0.361445783,420030405002
99884,G5030,20890321521127,420030510002,42,003,051000,2,2,Block Group 2,BG,S,401491,0,+40.4458721,-079.9652653,+40.4458721,-079.9652653,4236.655994,693987.5227,0.003763472,0.003763472,30,Block Group 2; Census Tract 510; Allegheny County; Pennsylvania,1511,19.1,0,0,30,0,0,0,0,0,9,27,9,0,,,176,9,112,42,3,51000,2,1511,75,19,,176,121,4.963600265,,0.6875,420030510002
99885,G5030,20890321521089,420030511001,42,003,051100,1,1,Block Group 1,BG,S,194599,0,+40.4415541,-079.9764371,+40.4415541,-079.9764371,2433.033478,336328.0543,0.004146989,0.004146989,31,Block Group 1; Census Tract 511; Allegheny County; Pennsylvania,807,17,0,0,3,0,0,0,16,0,0,0,17,0,,,260,0,110,42,3,51100,1,807,36,17,,260,110,4.460966543,,0.423076923,420030511001
99886,G5030,20890321521012,420030603002,42,003,060300,2,2,Block Group 2,BG,S,727961,143800,+40.4666585,-079.9668973,+40.4686987,-079.9653909,5142.210596,1507788.252,0.002594919,0.002594919,33,Block Group 2; Census Tract 603; Allegheny County; Pennsylvania,1889,31.8,18,0,43,8,0,0,18,42,0,74,34,21,,,1093,71,17,42,3,60300,2,1889,258,32,,1093,88,13.65802012,,0.080512351,420030603002
99916,G5030,20890321520975,420030605001,42,003,060500,1,1,Block Group 1,BG,S,407299,0,+40.4570301,-079.9693477,+40.4570301,-079.9693477,4040.278617,704262.6759,0.001659714,0.001659714,34,Block Group 1; Census Tract 605; Allegheny County; Pennsylvania,676,38.3,14,21,53,0,0,0,13,10,11,7,0,0,,,398,0,145,42,3,60500,1,676,129,38,,398,145,19.08284024,,0.364321608,420030605001
99917,G5030,20890321520936,420030605002,42,003,060500,2,2,Block Group 2,BG,S,256216,0,+40.4586056,-079.9612810,+40.4586056,-079.9612810,3601.359118,443043.845,0.001713398,0.001713398,35,Block Group 2; Census Tract 605; Allegheny County; Pennsylvania,439,43.6,0,24,19,7,12,0,44,0,7,0,0,6,,,267,6,0,42,3,60500,2,439,119,44,,267,6,27.1070615,,0.02247191,420030605002
102595,G5030,20890321513384,420034803002,42,003,480300,2,2,Block Group 2,BG,S,990294,0,+40.3931907,-079.9644991,+40.3931907,-079.9644991,6674.305942,1709090.136,0.001568221,0.001568221,701,Block Group 2; Census Tract 4803; Allegheny County; Pennsylvania,1553,44,16,96,24,18,9,0,88,28,46,18,30,32,,,666,0,16,42,3,480300,2,1553,405,44,,666,16,26.07855763,,0.024024024,420034803002
104557,G5030,20890321519764,420031005002,42,003,100500,2,2,Block Group 2,BG,S,377015,0,+40.4781905,-079.9394122,+40.4781905,-079.9394122,4445.22624,652302.7801,0.003379176,0.003379176,68,Block Group 2; Census Tract 1005; Allegheny County; Pennsylvania,1274,38.5,4,16,11,7,32,34,7,62,42,8,30,17,,,606,19,16,42,3,100500,2,1274,270,38,,606,35,21.19309262,,0.057755776,420031005002
104558,G5030,20890321519726,420031011001,42,003,101100,1,1,Block Group 1,BG,S,158472,0,+40.4796385,-079.9516903,+40.4796385,-079.9516903,2249.507938,274197.489,0.0100838,0.0100838,69,Block Group 1; Census Tract 1011; Allegheny County; Pennsylvania,1598,33.4,0,6,28,0,0,0,0,15,19,11,17,53,,,653,11,24,42,3,101100,1,1598,149,33,,653,35,9.324155194,,0.053598775,420031011001
104559,G5030,20890321519687,420031011002,42,003,101100,2,2,Block Group 2,BG,S,641778,305755,+40.4851364,-079.9499581,+40.4837135,-079.9541965,7039.973339,1639737.044,0.000691828,0.000691828,70,Block Group 2; Census Tract 1011; Allegheny County; Pennsylvania,444,31.6,6,0,0,0,0,0,12,0,0,0,0,0,,,260,11,8,42,3,101100,2,444,18,32,,260,19,4.054054054,,0.073076923,420031011002
104560,G5030,20890321519800,420031005001,42,003,100500,1,1,Block Group 1,BG,S,337828,0,+40.4760480,-079.9343350,+40.4760480,-079.9343350,4086.023447,584464.547,0.002196384,0.002196384,67,Block Group 1; Census Tract 1005; Allegheny County; Pennsylvania,742,59,17,29,9,26,0,10,41,2,41,20,47,31,,,313,25,85,42,3,100500,1,742,273,59,,313,110,36.79245283,,0.3514377,420031005001
104561,G5030,20890321519613,420031014001,42,003,101400,1,1,Block Group 1,BG,S,569580,301741,+40.4875120,-079.9258950,+40.4870565,-079.9262215,9991.760282,1507951.626,0.00208048,0.00208048,72,Block Group 1; Census Tract 1014; Allegheny County; Pennsylvania,1185,44.8,1,12,0,13,0,20,11,12,11,0,38,40,,,587,128,54,42,3,101400,1,1185,158,45,,587,182,13.33333333,,0.310051107,420031014001
104562,G5030,20890321519541,420031014004,42,003,101400,4,4,Block Group 4,BG,S,149377,0,+40.4799173,-079.9300799,+40.4799173,-079.9300799,2422.046631,258461.7888,0.005871051,0.005871051,75,Block Group 4; Census Tract 1014; Allegheny County; Pennsylvania,877,43.1,44,13,0,52,0,9,4,10,31,43,0,0,,,363,13,0,42,3,101400,4,877,206,43,,363,13,23.48916762,,0.035812672,420031014004
104563,G5030,20890321523313,420031106003,42,003,110600,3,3,Block Group 3,BG,S,135853,0,+40.4707047,-079.9181968,+40.4707047,-079.9181968,1949.959258,234997.2885,0.006941326,0.006941326,87,Block Group 3; Census Tract 1106; Allegheny County; Pennsylvania,943,32,27,0,0,0,0,0,31,7,8,6,0,0,,,380,15,29,42,3,110600,3,943,79,32,,380,44,8.377518558,,0.115789474,420031106003
104564,G5030,20890321523278,420031113001,42,003,111300,1,1,Block Group 1,BG,S,158813,0,+40.4710942,-079.9294613,+40.4710942,-079.9294613,2283.867192,274717.7315,0.006617846,0.006617846,88,Block Group 1; Census Tract 1113; Allegheny County; Pennsylvania,1051,38.2,0,14,20,0,7,0,21,16,6,6,0,0,,,449,0,66,42,3,111300,1,1051,90,38,,449,66,8.563273073,,0.146993318,420031113001
104565,G5030,20890321523242,420031113002,42,003,111300,2,2,Block Group 2,BG,S,130582,0,+40.4691148,-079.9238106,+40.4691148,-079.9238106,2492.612561,225867.4536,0.005781808,0.005781808,89,Block Group 2; Census Tract 1113; Allegheny County; Pennsylvania,755,32.8,0,11,31,11,23,11,0,0,12,10,0,32,,,224,0,36,42,3,111300,2,755,141,33,,224,36,18.67549669,,0.160714286,420031113002
104590,G5030,20890321523207,420031113003,42,003,111300,3,3,Block Group 3,BG,S,90448,0,+40.4680245,-079.9256027,+40.4680245,-079.9256027,1622.857826,156446.8399,0.00555015,0.00555015,90,Block Group 3; Census Tract 1113; Allegheny County; Pennsylvania,502,36.7,0,0,0,0,0,0,0,0,0,11,0,0,,,250,0,60,42,3,111300,3,502,11,37,,250,60,2.19123506,,0.24,420031113003
104591,G5030,20890321523176,420031113004,42,003,111300,4,4,Block Group 4,BG,S,160786,0,+40.4674213,-079.9196901,+40.4674213,-079.9196901,2186.540974,278099.2707,0.003849838,0.003849838,91,Block Group 4; Census Tract 1113; Allegheny County; Pennsylvania,619,29.1,0,0,0,30,0,0,0,0,9,0,9,0,,,281,0,40,42,3,111300,4,619,48,29,,281,40,7.754442649,,0.142348754,420031113004
104592,G5030,20890321523139,420031114001,42,003,111400,1,1,Block Group 1,BG,S,155417,0,+40.4671249,-079.9302535,+40.4671249,-079.9302535,2606.54264,268811.1195,0.004870767,0.004870767,92,Block Group 1; Census Tract 1114; Allegheny County; Pennsylvania,757,42,4,0,23,0,37,0,0,10,42,0,0,6,,,406,0,109,42,3,111400,1,757,122,42,,406,109,16.11624835,,0.268472906,420031114001
104593,G5030,20890321523104,420031114002,42,003,111400,2,2,Block Group 2,BG,S,172204,0,+40.4669071,-079.9332758,+40.4669071,-079.9332758,2554.674452,297845.3631,0.002775778,0.002775778,93,Block Group 2; Census Tract 1114; Allegheny County; Pennsylvania,478,32.5,0,0,0,13,0,0,0,15,21,17,8,14,,,254,9,61,42,3,111400,2,478,88,32,,254,70,18.41004184,,0.275590551,420031114002
104594,G5030,20890321523031,420031115002,42,003,111500,2,2,Block Group 2,BG,S,440414,0,+40.4632878,-079.9251746,+40.4632878,-079.9251746,4082.349245,761655.4135,0.003587534,0.003587534,95,Block Group 2; Census Tract 1115; Allegheny County; Pennsylvania,1580,35.7,0,0,0,0,0,0,9,0,0,0,15,10,,,946,23,361,42,3,111500,2,1580,34,36,,946,384,2.151898734,,0.405919662,420031115002
105538,G5030,208903717072497,420031702004,42,003,170200,4,4,Block Group 4,BG,S,185361,0,+40.4269843,-079.9793218,+40.4269843,-079.9793218,2280.299111,320225.3393,0.006614121,0.006614121,158,Block Group 4; Census Tract 1702; Allegheny County; Pennsylvania,1226,26.6,0,12,29,1,1,0,25,28,0,14,0,0,,,676,25,71,42,3,170200,4,1226,110,27,,676,96,8.972267537,,0.142011834,420031702004
108016,G5030,20890321522051,420031401001,42,003,140100,1,1,Block Group 1,BG,S,921871,0,+40.4441954,-079.9394944,+40.4441954,-079.9394944,5977.922365,1593396.65,0.004010322,0.004010322,111,Block Group 1; Census Tract 1401; Allegheny County; Pennsylvania,3697,19.8,11,0,42,26,43,12,9,0,37,76,24,9,,,538,0,119,42,3,140100,1,3697,289,20,,538,119,7.81714904,,0.221189591,420031401001
108017,G5030,20890321521371,420031408002,42,003,140800,2,2,Block Group 2,BG,S,371306,0,+40.4355760,-079.9190519,+40.4355760,-079.9190519,3956.91352,641615.0535,0.005305597,0.005305597,127,Block Group 2; Census Tract 1408; Allegheny County; Pennsylvania,1970,33.5,23,35,9,31,12,10,8,20,24,13,13,11,,,684,15,137,42,3,140800,2,1970,209,34,,684,152,10.60913706,,0.222222222,420031408002
108018,G5030,20890321521345,420031408003,42,003,140800,3,3,Block Group 3,BG,S,107775,0,+40.4310415,-079.9212387,+40.4310415,-079.9212387,1779.708464,186209.1065,0.007951751,0.007951751,128,Block Group 3; Census Tract 1408; Allegheny County; Pennsylvania,857,38.1,5,0,22,12,10,0,0,16,47,18,47,0,,,489,0,183,42,3,140800,3,857,177,38,,489,183,20.65344224,,0.374233129,420031408003
108019,G5030,20890321519210,420031413001,42,003,141300,1,1,Block Group 1,BG,S,391432,0,+40.4360169,-079.9284488,+40.4360169,-079.9284488,3503.577328,676403.253,0.003362014,0.003362014,133,Block Group 1; Census Tract 1413; Allegheny County; Pennsylvania,1316,36.1,54,18,37,45,18,30,0,17,10,24,13,42,,,713,30,276,42,3,141300,1,1316,308,36,,713,306,23.40425532,,0.429172511,420031413001
108020,G5030,20890321519170,420031413002,42,003,141300,2,2,Block Group 2,BG,S,296503,0,+40.4311173,-079.9299039,+40.4311173,-079.9299039,3960.52291,512288.7866,0.00457331,0.00457331,134,Block Group 2; Census Tract 1413; Allegheny County; Pennsylvania,1356,30,36,5,95,0,0,8,6,96,55,8,0,0,,,630,36,93,42,3,141300,2,1356,309,30,,630,129,22.78761062,,0.204761905,420031413002
108021,G5030,20890321519132,420031413003,42,003,141300,3,3,Block Group 3,BG,S,202656,0,+40.4320453,-079.9253363,+40.4320453,-079.9253363,2431.578821,350152.7306,0.010090992,0.010090992,135,Block Group 3; Census Tract 1413; Allegheny County; Pennsylvania,2045,34.2,18,35,46,53,13,17,34,13,82,14,33,48,,,956,17,253,42,3,141300,3,2045,406,34,,956,270,19.85330073,,0.282426778,420031413003
108022,G5030,20890321518629,420031516001,42,003,151600,1,1,Block Group 1,BG,S,253682,0,+40.4231223,-079.9414143,+40.4231223,-079.9414143,3549.597095,438202.3694,0.004935313,0.004935313,141,Block Group 1; Census Tract 1516; Allegheny County; Pennsylvania,1252,37.7,0,0,37,0,0,0,114,11,126,13,0,12,,,726,26,102,42,3,151600,1,1252,313,38,,726,128,25,,0.17630854,420031516001
108054,G5030,20890321521873,420031403001,42,003,140300,1,1,Block Group 1,BG,S,153847,0,+40.4443668,-079.9143738,+40.4443668,-079.9143738,2214.881909,265916.1161,0.006090467,0.006090467,116,Block Group 1; Census Tract 1403; Allegheny County; Pennsylvania,937,35.1,6,0,8,4,11,0,12,9,18,12,0,17,,,343,19,18,42,3,140300,1,937,97,35,,343,37,10.35218783,,0.10787172,420031403001
108058,G5030,20890321510833,420033001002,42,003,300100,2,2,Block Group 2,BG,S,178278,0,+40.4148091,-079.9928213,+40.4148091,-079.9928213,2993.522754,307875.8841,0.006641313,0.006641313,252,Block Group 2; Census Tract 3001; Allegheny County; Pennsylvania,1184,23.3,0,0,34,0,0,0,0,0,23,0,0,11,,,292,32,107,42,3,300100,2,1184,68,23,,292,139,5.743243243,,0.476027397,420033001002
108066,G5030,20890321520742,420030705002,42,003,070500,2,2,Block Group 2,BG,S,71767,0,+40.4539089,-079.9307306,+40.4539089,-079.9307306,1514.589557,124077.6587,0.013906113,0.013906113,40,Block Group 2; Census Tract 705; Allegheny County; Pennsylvania,998,29.1,0,0,19,24,0,0,0,19,0,0,11,0,,,547,0,76,42,3,70500,2,998,73,29,,547,76,7.314629259,,0.138939671,420030705002
108105,G5030,20890321508483,420031807001,42,003,180700,1,1,Block Group 1,BG,S,129434,0,+40.4265407,-080.0017481,+40.4265407,-080.0017481,2354.546845,223604.0038,0.00367755,0.00367755,164,Block Group 1; Census Tract 1807; Allegheny County; Pennsylvania,476,33,6,0,0,0,0,4,6,0,10,0,2,0,,,277,0,9,42,3,180700,1,476,28,33,,277,9,5.882352941,,0.032490975,420031807001
108110,G5030,20890321518520,420031517001,42,003,151700,1,1,Block Group 1,BG,S,214353,0,+40.4228012,-079.9277894,+40.4228012,-079.9277894,2976.781887,370263.2468,0.005803511,0.005803511,143,Block Group 1; Census Tract 1517; Allegheny County; Pennsylvania,1244,43.3,0,0,0,0,0,0,0,18,22,0,0,18,,,720,36,87,42,3,151700,1,1244,58,43,,720,123,4.662379421,,0.170833333,420031517001
108111,G5030,20890321509849,420032022001,42,003,202200,1,1,Block Group 1,BG,S,547229,0,+40.4524647,-080.0635778,+40.4524647,-080.0635778,5334.861057,946078.1271,0.002236724,0.002236724,197,Block Group 1; Census Tract 2022; Allegheny County; Pennsylvania,1224,52.7,70,21,0,14,0,0,0,12,38,14,44,0,,,648,12,81,42,3,202200,1,1224,213,53,,648,93,17.40196078,,0.143518519,420032022001
108112,G5030,20890321510274,420032815002,42,003,281500,2,2,Block Group 2,BG,S,312995,0,+40.4407028,-080.0568585,+40.4407028,-080.0568585,3141.196687,540931.6874,0.003185354,0.003185354,238,Block Group 2; Census Tract 2815; Allegheny County; Pennsylvania,997,33.5,15,8,9,8,11,7,11,26,19,0,7,0,,,366,27,49,42,3,281500,2,997,121,34,,366,76,12.13640923,,0.207650273,420032815002
108182,G5030,20890321526300,420034211003,42,003,421100,3,3,Block Group 3,BG,S,4096714,343516,+40.4992577,-079.8707395,+40.4969764,-079.8748497,17994.25569,7687167.775,0.000527496,0.000527496,369,Block Group 3; Census Tract 4211; Allegheny County; Pennsylvania,2161,43.2,22,74,13,0,0,42,128,0,45,13,42,135,,,991,13,30,42,3,421100,3,2161,514,43,,991,43,23.78528459,,0.043390515,420034211003
108188,G5030,20890321510868,420033001001,42,003,300100,1,1,Block Group 1,BG,S,214224,0,+40.4171264,-079.9925849,+40.4171264,-079.9925849,2791.286774,369973.7318,0.002525394,0.002525394,251,Block Group 1; Census Tract 3001; Allegheny County; Pennsylvania,541,50.9,0,8,39,0,0,30,42,0,24,0,0,0,,,245,0,67,42,3,300100,1,541,143,51,,245,67,26.43253235,,0.273469388,420033001001
108191,G5030,20890321519285,420031102001,42,003,110200,1,1,Block Group 1,BG,S,139737,0,+40.4779786,-079.9195261,+40.4779786,-079.9195261,2204.127054,241770.2947,0.004923535,0.004923535,81,Block Group 1; Census Tract 1102; Allegheny County; Pennsylvania,688,42.7,0,0,0,0,0,0,0,0,12,0,77,62,,,425,0,0,42,3,110200,1,688,151,43,,425,0,21.94767442,,0,420031102001
109769,G5030,208903717072612,420039807001,42,003,980700,1,1,Block Group 1,BG,S,620569,458389,+40.4375532,-080.0114592,+40.4367678,-080.0105440,9152.891718,1864536.44,0.000269108,0.000269108,1054,Block Group 1; Census Tract 9807; Allegheny County; Pennsylvania,167,31.3,0,0,0,0,0,0,0,0,0,0,0,0,,,132,0,14,42,3,980700,1,167,0,31,,132,14,0,,0.106060606,420039807001
109802,G5030,208903717072613,420035627001,42,003,562700,1,1,Block Group 1,BG,S,375049,0,+40.4507804,-080.0143974,+40.4507804,-080.0143974,3504.80351,648372.2876,0.001453143,0.001453143,993,Block Group 1; Census Tract 5627; Allegheny County; Pennsylvania,545,34.9,1,56,14,11,0,0,0,10,0,0,7,0,,,300,0,28,42,3,562700,1,545,99,35,,300,28,18.16513761,,0.093333333,420035627001
110500,G5030,20890321510043,420032023003,42,003,202300,3,3,Block Group 3,BG,S,674774,0,+40.4076057,-080.0411137,+40.4076057,-080.0411137,5410.494054,1165049.892,0.002079215,0.002079215,202,Block Group 3; Census Tract 2023; Allegheny County; Pennsylvania,1403,36.3,0,87,10,15,32,8,34,14,157,15,45,13,,,536,0,0,42,3,202300,3,1403,430,36,,536,0,30.64861012,,0,420032023003
110696,G5030,208903717072617,420030402001,42,003,040200,1,1,Block Group 1,BG,S,322183,0,+40.4391151,-079.9694365,+40.4381815,-079.9683880,4812.035287,556792.5869,0.002091979,0.002091979,13,Block Group 1; Census Tract 402; Allegheny County; Pennsylvania,674,25.9,19,0,0,12,0,0,3,0,0,6,12,0,,,321,20,155,42,3,40200,1,674,52,26,,321,175,7.715133531,,0.54517134,420030402001
110698,G5030,208903717072619,420039812001,42,003,981200,1,1,Block Group 1,BG,S,461252,135771,+40.4465399,-080.0108802,+40.4464628,-080.0119581,4723.041786,1031987.892,0,0,1060,Block Group 1; Census Tract 9812; Allegheny County; Pennsylvania,0,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,42,3,981200,1,0,0,-666666666,,0,0,,,,420039812001
111938,G5030,20890321507364,420034845001,42,003,484500,1,1,Block Group 1,BG,S,959351,0,+40.3787981,-079.8991519,+40.3787981,-079.8991519,7216.065324,1654987.872,0.001913794,0.001913794,718,Block Group 1; Census Tract 4845; Allegheny County; Pennsylvania,1836,48.7,8,64,94,25,0,0,97,48,17,133,0,64,,,800,164,0,42,3,484500,1,1836,550,49,,800,164,29.95642702,,0.205,420034845001
111939,G5030,20890321507285,420034845004,42,003,484500,4,4,Block Group 4,BG,S,839408,0,+40.3846947,-079.9121111,+40.3846947,-079.9121111,5307.220678,1448320.764,0.00215509,0.00215509,721,Block Group 4; Census Tract 4845; Allegheny County; Pennsylvania,1809,46,12,11,43,39,17,27,9,54,78,57,26,24,,,955,0,37,42,3,484500,4,1809,397,46,,955,37,21.94582642,,0.038743455,420034845004
113382,G5030,20890321511506,420033207002,42,003,320700,2,2,Block Group 2,BG,S,585008,0,+40.3783524,-079.9993594,+40.3783524,-079.9993594,5023.072545,1009191.045,0.000422216,0.000422216,264,Block Group 2; Census Tract 3207; Allegheny County; Pennsylvania,247,37,3,3,0,0,0,0,10,7,0,7,0,7,,,131,17,13,42,3,320700,2,247,37,37,,131,30,14.97975709,,0.229007634,420033207002
